Batch_ID,Material,Size_nm,PDI,Charge_mV,Encapsulation_%,Stability_%,Toxicity_%,Hydrodynamic_Size_nm,Surface_Area_nm2,Pore_Size_nm,Degradation_Time_days,Target_Cells,Ligand,Receptor,Delivery_Efficiency_%,Particle_Concentration_per_mL,Preparation_Method,pH,Osmolality_mOsm,Sterility_Pass,Endotoxin_EU_mL,Adverse_Event,Severity,Source,Confidence
FAERS-LNP-000031,LNP (From FAERS),95.88994684200614,0.1378155806753157,-11.421374738794201,89.61454683730831,87.9460429212737,29.109392607395634,106.30339147068214,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Allergic reaction,Mild,FDA FAERS,0.75
FAERS-LNP-000032,LNP (From FAERS),103.9391229471223,0.1516009851357301,-10.00532123178976,93.42873538908024,80.82808859728192,26.163063117203215,108.77532544774812,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Shortness of breath,Mild,FDA FAERS,0.75
FAERS-LNP-000033,LNP (From FAERS),102.33005713137626,0.1779626687501816,-11.667459618778619,93.03844817675781,79.8931255468784,50.97989745365476,114.84019881184292,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Nausea,Moderate,FDA FAERS,0.75
FAERS-LNP-000034,LNP (From FAERS),100.06405473379056,0.16462938928302923,-8.220355557613614,86.9460599690874,83.836071276118,45.020525865036845,110.67544555600298,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Anaphylaxis,Moderate,FDA FAERS,0.75
FAERS-LNP-000035,LNP (From FAERS),100.8708512133679,0.1260371441595588,-11.724653250372207,93.31825147466272,75.0668727030273,30.605049907441384,114.25765776869824,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Myalgia,Moderate,FDA FAERS,0.75
FAERS-LNP-000036,LNP (From FAERS),96.04939763108942,0.1288099232952151,-9.510540847268956,91.75671586874557,81.1130281664822,57.910452454114804,114.42132199737117,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Chest pain,Moderate,FDA FAERS,0.75
FAERS-LNP-000037,LNP (From FAERS),103.34083100130509,0.13563837665516737,-8.995418597717979,88.68941634606296,87.68656662384655,44.50016215787829,109.5389080566133,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Dizziness,Moderate,FDA FAERS,0.75
FAERS-LNP-000038,LNP (From FAERS),99.8342076954094,0.143986000307102,-9.935220337483521,92.89201750902852,79.37828794340552,43.188551607586156,105.4473049101,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Anaphylaxis,Moderate,FDA FAERS,0.75
FAERS-LNP-000039,LNP (From FAERS),104.77459881048065,0.14426326099676184,-11.195663333790922,87.65217108167634,79.85850122412062,98.70613658071338,113.66919274668685,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Chills,Severe,FDA FAERS,0.75
FAERS-LNP-000040,LNP (From FAERS),98.27733058839036,0.14655935218240732,-8.346146284245123,86.05129253490378,81.67897138825387,83.4488908758561,114.8376463348944,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Allergic reaction,Severe,FDA FAERS,0.75
FAERS-LNP-000041,LNP (From FAERS),101.03518871872666,0.12504075647158516,-10.983011423713391,85.38462768012755,77.82496299706666,47.27179809041093,108.01124252977093,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Vomiting,Moderate,FDA FAERS,0.75
FAERS-LNP-000042,LNP (From FAERS),99.20583137870668,0.1442061031090367,-11.114511969659763,92.6026863778535,78.44081504148978,50.524365640439974,114.32834473808126,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Diarrhea,Moderate,FDA FAERS,0.75
FAERS-LNP-000043,LNP (From FAERS),103.1209133803642,0.14315295282610305,-10.600171565025494,94.89307005775133,85.64178961508003,52.524267747940584,106.81620561264292,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Palpitations,Moderate,FDA FAERS,0.75
FAERS-LNP-000044,LNP (From FAERS),96.04660747903485,0.15664990616966462,-10.851126631396948,92.73890180191106,88.51282753502272,21.78290180927377,106.6239595520121,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Palpitations,Mild,FDA FAERS,0.75
FAERS-LNP-000045,LNP (From FAERS),96.09096123883747,0.13589734349751387,-11.231482664858211,87.9378247791877,79.19892424480767,52.57146282887531,107.07857785117966,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Vomiting,Moderate,FDA FAERS,0.75
FAERS-LNP-000046,LNP (From FAERS),103.81076485713956,0.13765726992215532,-11.062061099984106,93.0536913621287,77.44723819093784,99.06752342876514,110.60551023429797,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Diarrhea,Severe,FDA FAERS,0.75
FAERS-LNP-000047,LNP (From FAERS),95.06072630054271,0.12674650478480196,-9.197129590976493,86.38627379660413,86.73672736979806,14.7996921749463,113.64623575096533,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Chest pain,Mild,FDA FAERS,0.75
FAERS-LNP-000048,LNP (From FAERS),100.41241601299765,0.1784747009221627,-11.529933212876138,93.5019035877577,78.36026579833457,42.51893547032051,108.03681148996903,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Anaphylaxis,Moderate,FDA FAERS,0.75
FAERS-LNP-000049,LNP (From FAERS),102.22455268909326,0.15467271655464415,-10.461915588356565,85.6012529701661,75.67136867691819,41.54758799883696,106.69008589236863,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Nausea,Moderate,FDA FAERS,0.75
FAERS-LNP-000050,LNP (From FAERS),96.99398806212884,0.1373929047646662,-9.477760672046648,89.9521890633824,86.30029774822717,18.904198911549596,113.34934095529964,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Anxiety,Mild,FDA FAERS,0.75
FAERS-LNP-000051,LNP (From FAERS),100.01980238114736,0.14969308213523433,-9.655775599041748,88.26678558826355,89.60423883450157,65.62244597907598,105.65267227557129,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Myalgia,Severe,FDA FAERS,0.75
FAERS-LNP-000052,LNP (From FAERS),100.25357683298802,0.13508506796127948,-10.327885502407707,91.48384153967584,83.38817053280671,12.332072895150201,112.15827924009442,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Nausea,Mild,FDA FAERS,0.75
FAERS-LNP-000053,LNP (From FAERS),104.58215506361856,0.12306780110290877,-11.097182496138487,92.32561525689779,81.20734615162321,25.8485366988636,110.16602454906457,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Tremor,Mild,FDA FAERS,0.75
FAERS-LNP-000054,LNP (From FAERS),99.28016811583461,0.16705824788462426,-9.438008848535219,85.2275659244378,89.07078125482056,14.476501968963774,111.52225220062067,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Palpitations,Mild,FDA FAERS,0.75
FAERS-LNP-000055,LNP (From FAERS),96.09547484616323,0.1526442148393675,-8.796497662029813,88.32759558582808,89.67705430977867,20.790384033649424,109.87473998370525,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Headache,Mild,FDA FAERS,0.75
FAERS-LNP-000056,LNP (From FAERS),104.05464528917774,0.16417659617119898,-11.217862668348294,92.83907042478297,84.1471503844673,40.298663855238516,114.71154618545447,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Palpitations,Moderate,FDA FAERS,0.75
FAERS-LNP-000057,LNP (From FAERS),97.44440510114264,0.13988240765721346,-9.994584306219014,92.79584568971754,87.16555665530846,59.481709223135994,113.4537818749706,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Chills,Moderate,FDA FAERS,0.75
FAERS-LNP-000058,LNP (From FAERS),100.33943766163183,0.14237962974459537,-9.115561092835742,89.63766852209773,79.49747403571887,79.14676007847825,106.81818108248008,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Allergic reaction,Severe,FDA FAERS,0.75
FAERS-LNP-000059,LNP (From FAERS),103.80483909060781,0.12267221673568571,-11.088742162142818,90.41813023872864,77.02156198298421,18.855769573940293,108.31524133303421,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fever,Mild,FDA FAERS,0.75
FAERS-LNP-000060,LNP (From FAERS),96.3962172338865,0.12158523151454838,-9.353822272575744,86.32114727526377,80.25378678466197,22.459479662626137,105.43375202323786,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Headache,Mild,FDA FAERS,0.75
FAERS-LNP-000061,LNP (From FAERS),99.24568595429618,0.1688878950771525,-11.378722869215242,94.2153393453949,89.78608680434603,87.47211512302144,109.07360127051618,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Shortness of breath,Severe,FDA FAERS,0.75
FAERS-LNP-000062,LNP (From FAERS),104.07987895668727,0.16189040441429522,-10.892766811573642,93.87040135773515,87.53636848212784,48.744812441246104,110.81841312000715,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fatigue,Moderate,FDA FAERS,0.75
FAERS-LNP-000063,LNP (From FAERS),100.09273909800545,0.12394575372427231,-8.345484639549987,88.4317052941122,77.03547165316914,15.99752657132119,105.69755010696845,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Dizziness,Mild,FDA FAERS,0.75
FAERS-LNP-000064,LNP (From FAERS),100.9079623992439,0.1260445113243492,-9.946002184072901,94.28902235686904,77.03883666323239,60.02633929038811,113.76014614338047,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Anaphylaxis,Severe,FDA FAERS,0.75
FAERS-LNP-000065,LNP (From FAERS),103.61239371796896,0.15866422186174842,-10.508609843718187,88.57051820703842,79.66159257300596,29.30830256687766,111.9042162153456,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Tremor,Mild,FDA FAERS,0.75
FAERS-LNP-000066,LNP (From FAERS),98.10794913713804,0.14267433393495668,-10.208342992011382,87.30576904737758,87.624277893942,56.8422955871045,111.65380464878932,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fatigue,Moderate,FDA FAERS,0.75
FAERS-LNP-000067,LNP (From FAERS),101.30950093821353,0.1743990340017551,-9.729781815670385,93.85190629201443,88.8855600061961,34.05130638689667,110.0385812917147,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Injection site reaction,Moderate,FDA FAERS,0.75
FAERS-LNP-000068,LNP (From FAERS),97.56110613507033,0.13125567758131548,-8.117325164327056,88.01946556576559,88.90698332220765,20.904881510017244,113.11483362114814,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Chest pain,Mild,FDA FAERS,0.75
FAERS-LNP-000069,LNP (From FAERS),103.85150875006617,0.12428462242671645,-11.458184559637015,86.07025898045566,75.2915373686907,11.848488162131634,107.30620827240448,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Dizziness,Mild,FDA FAERS,0.75
FAERS-LNP-000070,LNP (From FAERS),99.99855463150348,0.12831617509711865,-10.379427089076978,89.05683518292908,83.46237337372354,57.77353311631674,113.74410921331176,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Vomiting,Moderate,FDA FAERS,0.75
FAERS-LNP-000071,LNP (From FAERS),98.9232344113948,0.122158198234906,-10.664815735145826,86.00810559771362,87.71793136376178,82.29774068067246,111.01760335006237,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Anxiety,Severe,FDA FAERS,0.75
FAERS-LNP-000072,LNP (From FAERS),103.461913150639,0.12471022497913034,-10.853428040461198,91.50293835523429,81.8930484117537,27.37584923831386,110.61852184384061,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Chest pain,Mild,FDA FAERS,0.75
FAERS-LNP-000073,LNP (From FAERS),101.87812446178758,0.12872444631658087,-10.46425468411646,87.30159143886523,81.44602202779113,28.766010807411043,114.31975699891976,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Dizziness,Mild,FDA FAERS,0.75
FAERS-LNP-000074,LNP (From FAERS),102.30079723082535,0.13839792749613128,-11.640373185399977,93.25797973111125,77.49250538942728,20.470871387642827,107.12600252826158,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fatigue,Mild,FDA FAERS,0.75
FAERS-LNP-000075,LNP (From FAERS),100.93049443947962,0.16792955463586767,-11.632887670249268,86.4471137575602,87.59956190008774,97.62380915579519,113.53932972899425,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fever,Severe,FDA FAERS,0.75
FAERS-LNP-000076,LNP (From FAERS),101.41885933707634,0.17646574748079086,-11.769086307367171,86.21624130787868,76.1801404597832,42.44999832852213,113.7877351821755,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Dizziness,Moderate,FDA FAERS,0.75
FAERS-LNP-000077,LNP (From FAERS),103.30601831488868,0.1372422589295192,-10.59406587080389,94.71951084120703,81.52640180843416,57.33070742531855,114.98131867488348,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fever,Moderate,FDA FAERS,0.75
FAERS-LNP-000078,LNP (From FAERS),102.18234669697674,0.1518773919056245,-11.414145529778448,89.95607237841827,81.23816757552301,48.95784314574137,111.92379905663086,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fever,Moderate,FDA FAERS,0.75
FAERS-LNP-000079,LNP (From FAERS),99.56473288382719,0.17252991700247083,-10.01594249872676,86.65918243814842,80.96895520299472,23.002396500813965,110.53207067118582,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fatigue,Mild,FDA FAERS,0.75
FAERS-LNP-000080,LNP (From FAERS),100.21156012051894,0.17642137888510084,-11.514726016388314,88.1193873848677,88.97002887056993,26.65671982061488,114.46071731925889,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Injection site reaction,Mild,FDA FAERS,0.75
FAERS-LNP-000081,LNP (From FAERS),98.32956771821429,0.12144521629588284,-9.738315745740346,92.80419994305385,78.32818174362926,10.780833193216147,110.91721009599317,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Tremor,Mild,FDA FAERS,0.75
FAERS-LNP-000082,LNP (From FAERS),96.16259145639663,0.17523988779256824,-10.216809199584171,85.3877169151531,75.62446585196491,22.458219496110477,110.3475384714323,28274.0,2.4,28.0,Immune Cells,PEG,TLR,80.0,1.2e+14,Microfluidic,7.2,290.0,Yes,0.005,Fatigue,Mild,FDA FAERS,0.75
