Batch_ID,Material,Size_nm,PDI,Charge_mV,Encapsulation_%,Stability_%,Toxicity_%,Hydrodynamic_Size_nm,Surface_Area_nm2,Pore_Size_nm,Degradation_Time_days,Target_Cells,Ligand,Receptor,Delivery_Efficiency_%,Particle_Concentration_per_mL,Preparation_Method,pH,Osmolality_mOsm,Sterility_Pass,Endotoxin_EU_mL,Source,Confidence,Adverse_Event,Severity,Immune_Activation_Score,Pro_Inflammatory,Molecular_Weight,Trial_Phase,Trial_Type,Success,Efficacy,Structure_Type,Compactness,Flexibility
TOXCAST-000011,Chemical (ToxCast),158.9368371130676,0.2023039391026534,-7.542152446647229,67.80192428220596,52.43559125989464,57.40586789409983,119.61222507184922,47135.96356740516,3.4956017238780888,66.34139955813261,Multiple (ToxCast screening),Varies,Multiple,42.59413210590017,1.87e+13,Chemical,7.0,290.0,Yes,0.34329778157677077,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000012,Chemical (ToxCast),65.75426678979382,0.163353887353338,-12.414606394176491,59.74110688316187,58.63673833977383,41.68583755359844,143.80991923518928,47594.8611602176,3.115172534313002,73.99268106795573,Multiple (ToxCast screening),Varies,Multiple,58.31416244640156,4.92e+13,Chemical,7.0,290.0,Yes,0.14955003978743509,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000013,Chemical (ToxCast),175.49669826250692,0.22225472116331796,9.6745188624997,60.402363528351046,53.33228538756392,75.33929128863385,204.24667643340484,26728.8823411594,3.7306741428425565,31.06277423031522,Multiple (ToxCast screening),Varies,Multiple,24.660708711366155,2.74e+13,Chemical,7.0,290.0,Yes,0.1604505282819067,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000014,Chemical (ToxCast),99.97436347504713,0.16055262385518557,6.173485798893566,47.22079222595476,78.6784679354292,81.79655572173068,119.4944063136863,43283.59874313421,3.141293833101405,22.08356131748728,Multiple (ToxCast screening),Varies,Multiple,18.203444278269316,4.16e+13,Chemical,7.0,290.0,Yes,0.07662312307497832,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000015,Chemical (ToxCast),87.70153632574466,0.14596119903526564,-15.530825475653241,60.28331720369604,51.18168331109322,46.65411903689914,173.7738874631226,18636.58257664806,2.930445656366018,57.58140594016288,Multiple (ToxCast screening),Varies,Multiple,53.34588096310086,4.94e+13,Chemical,7.0,290.0,Yes,0.36672680704122473,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000016,Chemical (ToxCast),51.79707983899961,0.15867213163711935,8.34059121035052,76.75556978545175,52.25223691879201,71.62149824670811,74.65839824406295,30331.10464240965,2.53035312014978,22.846789392066896,Multiple (ToxCast screening),Varies,Multiple,28.378501753291886,3.53e+13,Chemical,7.0,290.0,Yes,0.21204866497761451,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000017,Chemical (ToxCast),111.80484045160907,0.2490157000621411,2.668294776408395,64.15735467560503,59.51787402254214,74.45206917252136,99.43867366163889,22098.45924842844,2.0759535207259074,72.12487286207309,Multiple (ToxCast screening),Varies,Multiple,25.547930827478638,1.31e+13,Chemical,7.0,290.0,Yes,0.22735017334117452,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000018,Chemical (ToxCast),126.44616408851284,0.16911469005425436,-12.328174204298143,49.63909170072688,59.003359962868004,19.781278973856253,130.8438798354426,45175.27814564474,2.9071228223936987,45.42094630706133,Multiple (ToxCast screening),Varies,Multiple,80.21872102614375,4.63e+13,Chemical,7.0,290.0,Yes,0.3702660488849623,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000019,Chemical (ToxCast),71.72744099408175,0.1424995729751345,-19.038287241715278,68.93812091489927,65.77604670712734,26.6647625899963,153.4376804662046,21397.35205883602,3.6031711685729055,87.35747402109101,Multiple (ToxCast screening),Varies,Multiple,73.3352374100037,4.47e+13,Chemical,7.0,290.0,Yes,0.27955383079941604,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000020,Chemical (ToxCast),115.22946496718842,0.2031591258827562,6.317346173912323,78.22330087724589,59.284447716343585,29.98253787970297,193.21923761445174,23289.787637851223,1.945146361908064,24.463835014955592,Multiple (ToxCast screening),Varies,Multiple,70.01746212029703,4.35e+13,Chemical,7.0,290.0,Yes,0.22397794930531018,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000021,Chemical (ToxCast),191.26696320385375,0.1748370076144575,6.026305667388893,41.72847927136444,71.94830239668046,79.33610417737368,183.05960948356824,39020.92306935623,1.9025239501072804,39.594467582875254,Multiple (ToxCast screening),Varies,Multiple,20.663895822626316,2.32e+13,Chemical,7.0,290.0,Yes,0.2688568905639342,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000022,Chemical (ToxCast),137.1867050068459,0.137054325951309,9.617195159798605,45.80074280065204,75.53911127307404,73.35462762790264,106.07014685949117,32412.7415548798,3.302096479973275,52.591635219107445,Multiple (ToxCast screening),Varies,Multiple,26.645372372097356,4.78e+13,Chemical,7.0,290.0,Yes,0.31377512830814325,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000023,Chemical (ToxCast),183.51088318551388,0.2409023883063024,-9.697465733933944,61.35917761827302,60.37609271145344,10.181636816085362,62.459992280496564,48034.67815312724,3.8599248340353394,32.77990451597013,Multiple (ToxCast screening),Varies,Multiple,89.81836318391464,4.90e+13,Chemical,7.0,290.0,Yes,0.3501770254513925,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000024,Chemical (ToxCast),65.19026843392649,0.23269550723599242,4.365464480009013,65.32831882461338,83.91382212591313,57.83543686384766,84.43553349850953,24443.125233269588,3.6976836244543305,17.549491258755985,Multiple (ToxCast screening),Varies,Multiple,42.16456313615234,3.95e+13,Chemical,7.0,290.0,Yes,0.23583383769913024,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000025,Chemical (ToxCast),140.82570922476395,0.10690430536252515,-14.362388499546451,41.41154758824978,52.088237363683554,72.8507364591276,86.63389930983898,47536.585493938284,1.6854025300480182,28.755900100028686,Multiple (ToxCast screening),Varies,Multiple,27.149263540872397,3.38e+13,Chemical,7.0,290.0,Yes,0.158984458375683,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000026,Chemical (ToxCast),148.1383386901161,0.21478811732050818,-7.755843360813408,78.18379088778458,78.42455477809276,21.97778868056467,169.53189417715083,43833.406955169165,3.112920100585606,50.98839576297181,Multiple (ToxCast screening),Varies,Multiple,78.02221131943533,3.87e+13,Chemical,7.0,290.0,Yes,0.48497198677050535,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000027,Chemical (ToxCast),50.22172819891124,0.2381408242104046,8.833577502377498,74.1960390954408,69.95467442078235,58.393933691451565,113.54126859369941,39425.251399235996,2.8419707403903813,53.91559178731957,Multiple (ToxCast screening),Varies,Multiple,41.606066308548435,4.57e+13,Chemical,7.0,290.0,Yes,0.08197252635037042,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000028,Chemical (ToxCast),176.8157938106295,0.1911616224330666,-18.77594307123766,44.9442295648156,84.16388202395206,30.733566520280995,146.69611015149093,34310.23128054589,2.022157559930916,56.46984832047957,Multiple (ToxCast screening),Varies,Multiple,69.26643347971901,2.63e+13,Chemical,7.0,290.0,Yes,0.07440509228111473,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000029,Chemical (ToxCast),176.73298015138192,0.11494961698216774,-18.23789555615114,53.377692272168254,53.73415514384183,44.7988396406316,199.31396299749758,32135.176798562326,1.9049054736106137,23.44549975246737,Multiple (ToxCast screening),Varies,Multiple,55.2011603593684,3.54e+13,Chemical,7.0,290.0,Yes,0.33678421541607617,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000030,Chemical (ToxCast),81.57403834586498,0.1836651064383446,-5.652211949035703,40.46460287722806,59.38723079343133,82.19303606270329,79.09998168065299,21706.31498564573,3.107170338711454,16.434482737669857,Multiple (ToxCast screening),Varies,Multiple,17.806963937296715,2.81e+13,Chemical,7.0,290.0,Yes,0.040193725084898026,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000031,Chemical (ToxCast),185.40588796298763,0.16308363420404065,5.671536066888226,77.78025778556939,75.94263785952542,13.156866893505779,143.01718158697554,35302.49430760096,2.3516664364559956,36.64328646036017,Multiple (ToxCast screening),Varies,Multiple,86.84313310649422,4.51e+13,Chemical,7.0,290.0,Yes,0.3031015725351153,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000032,Chemical (ToxCast),83.96327052401907,0.24761697176823785,-12.071357065545525,68.11515436222749,73.64849807534293,68.91585910469544,193.26841348195663,32292.281367336076,3.552280132395557,76.22136688512575,Multiple (ToxCast screening),Varies,Multiple,31.084140895304557,4.81e+13,Chemical,7.0,290.0,Yes,0.03242086288975259,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000033,Chemical (ToxCast),114.21147016047506,0.21849289130737176,3.34245477423784,61.26096178047884,74.7820978720345,82.55629937439456,72.15939488746768,48979.631036254104,3.632155368904955,17.56336551329008,Multiple (ToxCast screening),Varies,Multiple,17.443700625605445,4.22e+13,Chemical,7.0,290.0,Yes,0.4421403313027272,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000034,Chemical (ToxCast),196.36533778774623,0.17526748954038857,7.932552767716718,66.9269868766518,81.89772746021023,81.59817677429656,177.61159641801575,30328.132187103136,2.207101406095476,52.43942209343101,Multiple (ToxCast screening),Varies,Multiple,18.40182322570344,3.95e+13,Chemical,7.0,290.0,Yes,0.44030251354969896,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000035,Chemical (ToxCast),96.4540934745379,0.17288898868313624,-18.257170807726897,72.83218883807474,64.83501978764907,73.20060114232474,81.7248568005286,24884.894416898074,1.7846422766107295,43.948736140147176,Multiple (ToxCast screening),Varies,Multiple,26.799398857675257,2.17e+13,Chemical,7.0,290.0,Yes,0.3996952600000014,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000036,Chemical (ToxCast),166.80769754600126,0.2288441457002482,-7.350448975180621,49.76357719531434,74.80135289722323,39.813792566923496,116.01715415800993,37195.67305198492,2.5608038763420424,61.79258268226933,Multiple (ToxCast screening),Varies,Multiple,60.186207433076504,3.33e+13,Chemical,7.0,290.0,Yes,0.16147281121932994,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000037,Chemical (ToxCast),140.61563184670086,0.19258207924663623,-16.1790602555798,61.76284795433473,82.82661204009028,44.60771387520205,134.33890450124326,23539.989626612485,2.5693156242193105,23.377256842837063,Multiple (ToxCast screening),Varies,Multiple,55.39228612479795,4.44e+13,Chemical,7.0,290.0,Yes,0.29349288736808815,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000038,Chemical (ToxCast),189.83496075777697,0.18938722836313504,8.15090295610538,46.470783853922285,54.01774310099919,50.87936025231133,105.82077884225585,35645.38091873877,1.5168961535631704,18.819898080347727,Multiple (ToxCast screening),Varies,Multiple,49.12063974768867,2.95e+13,Chemical,7.0,290.0,Yes,0.04165727548916979,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000039,Chemical (ToxCast),54.84659079820375,0.21636731963849115,-6.006858724687934,48.78094806860369,65.65500777749362,80.15747839142647,137.54953588132418,41179.27663085928,2.399884273614161,69.32575442838085,Multiple (ToxCast screening),Varies,Multiple,19.842521608573534,2.29e+13,Chemical,7.0,290.0,Yes,0.029369500483467682,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000040,Chemical (ToxCast),141.51848478006445,0.15571678620879445,-5.325755170579271,60.93561215383076,51.72588499084633,30.19526993863031,190.16888968990733,23516.401656806123,3.0445334274955647,26.390257765491555,Multiple (ToxCast screening),Varies,Multiple,69.8047300613697,4.32e+13,Chemical,7.0,290.0,Yes,0.08674213193794539,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000041,Chemical (ToxCast),113.91219929847949,0.24599904380172427,-8.863402810565228,47.425699673966605,52.55479223024872,76.85342114454525,170.71983505675067,38489.76943604624,2.0887357022936106,43.40774710293347,Multiple (ToxCast screening),Varies,Multiple,23.14657885545475,3.64e+13,Chemical,7.0,290.0,Yes,0.3456934747667247,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000042,Chemical (ToxCast),171.80478015886644,0.2464834241854717,-10.578256299733178,46.3691198008864,53.2632379396846,74.62106304132308,110.85840002153064,42167.23685886625,2.8471430263963993,60.830386788245406,Multiple (ToxCast screening),Varies,Multiple,25.378936958676917,1.47e+13,Chemical,7.0,290.0,Yes,0.0864097872530396,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000043,Chemical (ToxCast),183.81679048830088,0.12426843159618736,5.953857429881399,44.45519016793331,81.45785074360461,81.21263660298281,214.86638895135206,40187.81578933081,3.745249090977572,66.22424385249465,Multiple (ToxCast screening),Varies,Multiple,18.787363397017188,2.80e+13,Chemical,7.0,290.0,Yes,0.13036683550588657,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000044,Chemical (ToxCast),130.04777403816627,0.1669132040328909,-9.298056285053715,58.18993184273539,74.1590280827757,25.23616312924296,139.40842220096044,48087.33638519593,3.6703705791337646,74.94520254928811,Multiple (ToxCast screening),Varies,Multiple,74.76383687075705,3.81e+13,Chemical,7.0,290.0,Yes,0.48593263087970134,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000045,Chemical (ToxCast),167.6790380639955,0.1805433546272882,-14.832652139836238,55.697182853929874,76.62860085045106,42.17371206598124,97.72395104688638,28638.221292272225,1.9887366014734749,59.94972040747093,Multiple (ToxCast screening),Varies,Multiple,57.82628793401876,2.92e+13,Chemical,7.0,290.0,Yes,0.10456581738431782,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000046,Chemical (ToxCast),69.30295527830053,0.24485719312854773,-5.626888494889956,50.05559768272082,54.15945937076242,38.312337027787784,185.97743403452182,44335.66865210126,3.923826944702103,41.2516623626696,Multiple (ToxCast screening),Varies,Multiple,61.687662972212216,1.60e+13,Chemical,7.0,290.0,Yes,0.3087065771638988,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000047,Chemical (ToxCast),110.17708525688825,0.17261588904910297,6.220846056019738,43.71814340200243,63.53846584516093,81.92927911510422,145.4482249898665,49075.74785056649,3.1305226849728562,68.61257581551061,Multiple (ToxCast screening),Varies,Multiple,18.070720884895778,3.52e+13,Chemical,7.0,290.0,Yes,0.3290303303435419,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000048,Chemical (ToxCast),50.04334904069273,0.191013277775208,-12.79950379506855,60.878444855109336,84.58377436760199,40.189937213509985,71.26453380258604,46018.31733277695,3.3746534423379124,60.07450792228675,Multiple (ToxCast screening),Varies,Multiple,59.810062786490015,1.96e+13,Chemical,7.0,290.0,Yes,0.39148361133961573,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000049,Chemical (ToxCast),187.089174993064,0.11453038276496533,4.992454521004429,64.19932755043962,83.86623376049093,27.082847958058363,115.85662048031307,47831.78194100993,2.72513638829352,29.570082762833206,Multiple (ToxCast screening),Varies,Multiple,72.91715204194163,1.33e+13,Chemical,7.0,290.0,Yes,0.3396790798908978,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000050,Chemical (ToxCast),152.68544147447517,0.12975460885302267,4.795569742715767,53.76815110894387,61.14264428224659,33.39319041426379,209.7582591459519,16190.488051563147,2.1162912262485767,37.933150372813934,Multiple (ToxCast screening),Varies,Multiple,66.60680958573622,4.20e+13,Chemical,7.0,290.0,Yes,0.054784380477817335,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000051,Chemical (ToxCast),132.53473318220557,0.13965134688006564,4.682284479211624,78.73320184459257,70.82071192165658,82.45175892519786,213.99249735656568,27700.766160376475,3.3269387054310515,65.55495120028307,Multiple (ToxCast screening),Varies,Multiple,17.548241074802135,4.79e+13,Chemical,7.0,290.0,Yes,0.34280535207544666,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000052,Chemical (ToxCast),99.75007647499508,0.11651253290391025,-12.31446249900305,65.03359314394244,69.87684448078163,69.05270282780093,144.7092774478901,18652.935627625247,3.2327741393957883,61.04853601223377,Multiple (ToxCast screening),Varies,Multiple,30.94729717219907,4.93e+13,Chemical,7.0,290.0,Yes,0.23039814915808962,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000053,Chemical (ToxCast),102.16536392444816,0.13164424330159435,-11.678279377909597,53.93593731115942,62.41124772903271,43.3071164175286,180.93053744998016,17770.64571146192,2.424294052974505,49.40821329283318,Multiple (ToxCast screening),Varies,Multiple,56.6928835824714,3.19e+13,Chemical,7.0,290.0,Yes,0.005308314326495547,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000054,Chemical (ToxCast),62.16325597756591,0.215105657238226,-2.6357071334574833,72.55222604165023,65.37819363872956,74.8115602652108,193.05481665110986,16657.557252884468,3.127513567746406,45.17057562330928,Multiple (ToxCast screening),Varies,Multiple,25.1884397347892,4.77e+13,Chemical,7.0,290.0,Yes,0.3977710010680383,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000055,Chemical (ToxCast),84.15519971325644,0.23782280858700092,-8.992294189373698,53.24564076158675,61.19786397179849,88.68391928872671,176.51615030060765,24639.82185034352,2.6662062638964144,72.8060919749382,Multiple (ToxCast screening),Varies,Multiple,11.316080711273287,2.98e+13,Chemical,7.0,290.0,No,0.03568594478960872,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000056,Chemical (ToxCast),151.15079337399044,0.1414731944758323,2.5796476370838377,74.68036831998286,54.235517009697034,13.123693942108776,169.4333291571485,33913.830716292716,1.7892770124768895,73.5196135575654,Multiple (ToxCast screening),Varies,Multiple,86.87630605789123,3.83e+13,Chemical,7.0,290.0,Yes,0.20783635362579636,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000057,Chemical (ToxCast),85.48964398443401,0.1457085497027338,3.6052648030075645,56.88259821349682,57.16995531106812,12.373819551492389,68.05254195956506,23498.99815840495,1.5249912953574125,20.840353143607814,Multiple (ToxCast screening),Varies,Multiple,87.62618044850761,4.55e+13,Chemical,7.0,290.0,Yes,0.12804819359598452,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000058,Chemical (ToxCast),181.23328567948633,0.13557787952661152,3.917732549408079,42.3863694132375,57.32560992672856,65.17692798812509,75.57643164100477,43340.462956697666,1.8149627362062322,18.246599393317055,Multiple (ToxCast screening),Varies,Multiple,34.82307201187491,2.82e+13,Chemical,7.0,290.0,Yes,0.05380403745612865,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000059,Chemical (ToxCast),122.48256498292062,0.23050962000557973,-18.374014346135695,68.36008868669575,84.37512003657557,63.383202635014825,171.02246083789288,21865.044782560195,2.857513455158463,71.93744858439116,Multiple (ToxCast screening),Varies,Multiple,36.616797364985175,3.84e+13,Chemical,7.0,290.0,Yes,0.3912167156937545,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000060,Chemical (ToxCast),130.94856502556604,0.20720165979396346,-2.1687159392580355,46.872832781113914,81.90367932467302,48.08941323258577,203.8998538539924,48031.63995644749,1.971912487128695,67.39434932979484,Multiple (ToxCast screening),Varies,Multiple,51.91058676741423,4.77e+13,Chemical,7.0,290.0,Yes,0.008324939886785763,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000061,Chemical (ToxCast),86.87821046525691,0.14631457588233857,-5.777459561446346,43.165575356518765,62.86055420977546,36.42025615500161,82.11447941132461,20847.6082176191,2.539732438720354,74.01473790108804,Multiple (ToxCast screening),Varies,Multiple,63.57974384499839,3.15e+13,Chemical,7.0,290.0,Yes,0.31212688048141435,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000062,Chemical (ToxCast),90.12044255099144,0.22755146476291482,-11.537444254238762,49.660467282916784,69.23359806502285,41.17427263247233,120.21730854930834,17968.351260613555,3.1274657222596485,19.025968100665708,Multiple (ToxCast screening),Varies,Multiple,58.82572736752767,4.53e+13,Chemical,7.0,290.0,Yes,0.2598961469505904,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000063,Chemical (ToxCast),112.10880383628592,0.10981854615385768,-9.084005164848353,68.00612731996837,76.55139538072032,26.956027135070553,201.422261801079,19765.31263455251,2.356712386754176,31.586875293033806,Multiple (ToxCast screening),Varies,Multiple,73.04397286492944,4.37e+13,Chemical,7.0,290.0,Yes,0.049689607848479034,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000064,Chemical (ToxCast),121.05352998306438,0.12149986732614984,-15.797651911763182,68.9509005973168,78.61364398445419,69.92925907958963,72.86855351354265,31894.693998092916,1.943349167492212,87.1137657132352,Multiple (ToxCast screening),Varies,Multiple,30.070740920410373,2.78e+13,Chemical,7.0,290.0,Yes,0.2875358976028419,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000065,Chemical (ToxCast),198.50487336123405,0.11045104052864979,1.250471429077205,61.299329649015256,77.7186778625087,81.98312267800029,90.81474258432054,48486.14623502745,2.8039629366116285,30.972967135114835,Multiple (ToxCast screening),Varies,Multiple,18.016877321999715,4.05e+13,Chemical,7.0,290.0,Yes,0.056230080280613874,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000066,Chemical (ToxCast),185.9388143600953,0.15579580459471257,-16.247528008797847,55.43794303130166,71.83035778683256,87.99652159526262,86.08575605861799,34645.237895239494,2.7250983438341687,65.65017565161914,Multiple (ToxCast screening),Varies,Multiple,12.003478404737379,1.20e+13,Chemical,7.0,290.0,Yes,0.32132308842277957,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000067,Chemical (ToxCast),117.40489658936079,0.242713089491914,2.376420243526862,46.06024926960982,54.10689147079145,34.85912758168674,130.9200230255649,28083.219534778225,2.916907332230134,61.330057080624584,Multiple (ToxCast screening),Varies,Multiple,65.14087241831325,4.26e+13,Chemical,7.0,290.0,Yes,0.14850412715097902,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000068,Chemical (ToxCast),171.36831887305897,0.1698072671829261,-18.34548257473409,47.309163801631996,51.74203652462606,58.59497943071035,91.03422314045955,16882.04702762368,3.555288064074719,48.599965824146224,Multiple (ToxCast screening),Varies,Multiple,41.40502056928965,1.90e+13,Chemical,7.0,290.0,Yes,0.3111675624726849,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000069,Chemical (ToxCast),66.6387351383531,0.16596748661295607,-1.2796608357328232,47.88710153665243,80.31562840340493,19.08499050854215,144.10944093096703,31687.441187780485,3.3927640064143025,52.936261808602204,Multiple (ToxCast screening),Varies,Multiple,80.91500949145785,1.56e+13,Chemical,7.0,290.0,Yes,0.34438596708171726,EPA ToxCast,0.6,,,,,,,,,,,,
TOXCAST-000070,Chemical (ToxCast),199.95127649048067,0.2033773272627086,7.383754733016374,41.23793139801535,54.993673128963174,54.75082036832421,138.9900907859573,18707.627972168342,2.817395080589919,82.81088536911105,Multiple (ToxCast screening),Varies,Multiple,45.24917963167579,1.81e+13,Chemical,7.0,290.0,Yes,0.17404574558265312,EPA ToxCast,0.6,,,,,,,,,,,,
